latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-26.24716,30.92023,345.41,0.49,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.11,8.91,D
-26.23982,30.90439,351.04,0.49,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.03,10.54,D
-26.56451,26.64554,355.21,0.46,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.62,21.04,D
-26.55937,26.63554,367,0.46,0.63,2025-07-31,1110,N21,VIIRS,h,2.0NRT,299.52,14.38,D
-26.55868,26.64489,342.97,0.46,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.36,21.04,D
-26.55902,26.64021,334.24,0.46,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.65,14.38,D
-26.55353,26.63494,339.71,0.46,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.6,5.73,D
-26.3556,28.94071,337.37,0.32,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.96,3.69,D
-26.41389,28.20303,342.2,0.36,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.47,3.91,D
-26.41526,27.9895,367,0.37,0.58,2025-07-31,1110,N21,VIIRS,h,2.0NRT,298.63,7.82,D
-26.41558,27.98557,352.81,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.61,7.82,D
-26.41649,27.97429,355.59,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.43,8.54,D
-26.42968,27.74033,332.71,0.39,0.59,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.25,2.38,D
-26.41906,27.97583,367,0.37,0.58,2025-07-31,1110,N21,VIIRS,h,2.0NRT,300.35,10.89,D
-26.41265,27.98707,367,0.37,0.58,2025-07-31,1110,N21,VIIRS,h,2.0NRT,298.7,13.18,D
-25.99896,32.03191,330.89,0.41,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.67,3.62,D
-25.99573,32.02334,332.24,0.41,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.01,3.65,D
-26.11094,30.94113,343.04,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.87,14.11,D
-26.4017,27.92553,334.95,0.38,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.11,2.95,D
-26.0897,30.97155,335.23,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.9,5.03,D
-26.27713,28.80302,335.37,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.59,3.71,D
-26.3424,28.04943,332.76,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.03,2.92,D
-26.33705,28.04891,341.88,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.2,5.39,D
-26.35407,27.70871,328.12,0.39,0.59,2025-07-31,1110,N21,VIIRS,l,2.0NRT,298.38,4.4,D
-26.32293,27.95786,367,0.37,0.58,2025-07-31,1110,N21,VIIRS,h,2.0NRT,303.25,15.98,D
-26.32324,27.95411,337.29,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.96,15.98,D
-26.34233,27.50674,328.66,0.4,0.6,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.6,4.82,D
-26.0782,30.45731,340.22,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.85,7.39,D
-26.1873,29.29675,339.23,0.61,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.7,11.22,D
-26.18785,29.29059,342.35,0.61,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.35,15.7,D
-26.07828,30.45392,338.48,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.92,4.59,D
-26.31976,27.95968,334.32,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.46,15.58,D
-26.32009,27.95593,352.95,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.39,26.91,D
-26.19075,29.29452,352.6,0.61,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.03,12.84,D
-26.18642,29.28772,336.56,0.61,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.3,12.84,D
-25.85206,32.00797,333.09,0.41,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.47,3.04,D
-26.10866,29.53035,331.13,0.59,0.53,2025-07-31,1110,N21,VIIRS,l,2.0NRT,301.6,4.74,D
-26.32577,26.7845,328.38,0.44,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.5,4.95,D
-26.32611,26.77996,330.34,0.44,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.17,3.68,D
-25.98492,30.55252,367,0.51,0.49,2025-07-31,1110,N21,VIIRS,h,2.0NRT,307.63,20.52,D
-26.09501,29.41292,337.11,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.62,5.14,D
-25.97988,30.55686,349.51,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.04,9.05,D
-25.98037,30.55196,344.61,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,307.92,18.76,D
-26.06648,29.61399,343.89,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.36,43.94,D
-26.0683,29.38008,332.87,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.77,7.17,D
-26.09283,29.41076,333.5,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.81,3.03,D
-26.06717,29.61804,339.87,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.92,8.99,D
-26.06235,29.61738,340.71,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.65,25.47,D
-26.07122,29.37859,328.78,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.43,4.72,D
-25.7465,32.03065,334.61,0.41,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.24,5.68,D
-25.74281,32.02612,332.02,0.41,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.42,3.25,D
-25.86231,30.88483,350.16,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.21,27.71,D
-25.85788,30.88407,349.78,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,310,45.05,D
-26.13915,27.81627,327.28,0.38,0.59,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.24,3.67,D
-25.72994,31.64085,342.82,0.43,0.46,2025-07-31,1110,N21,VIIRS,n,2.0NRT,305.27,4.37,D
-25.88647,30.15427,338.17,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.17,5.31,D
-26.07877,28.10378,335.64,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.66,2.32,D
-26.06783,28.10611,340.88,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.81,5.5,D
-26.06252,28.10553,338.37,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.28,5.5,D
-25.76878,30.96903,341.18,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,311.3,5.6,D
-26.0669,27.80448,343.8,0.38,0.59,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.01,8.2,D
-26.06754,27.79687,332.27,0.38,0.59,2025-07-31,1110,N21,VIIRS,n,2.0NRT,294.42,3.04,D
-26.0615,27.8037,367,0.38,0.59,2025-07-31,1110,N21,VIIRS,h,2.0NRT,297.99,8.86,D
-25.9645,28.25256,337.25,0.36,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.11,2.93,D
-25.83794,29.58245,330.72,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.02,5.86,D
-25.96485,28.25139,332.53,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.93,2.32,D
-25.83474,29.41581,330.49,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.24,4.54,D
-25.81217,29.49611,340.83,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.01,60.79,D
-25.88918,28.67925,333.05,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.5,3.83,D
-25.89008,28.66937,332.95,0.33,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.06,6.87,D
-25.553,31.91765,340.38,0.42,0.45,2025-07-31,1110,N21,VIIRS,n,2.0NRT,308.93,5.14,D
-25.88405,28.67885,342.13,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.77,3.83,D
-25.88434,28.67561,333.1,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.47,3.83,D
-25.87953,28.67171,342.21,0.33,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.99,3.87,D
-25.87982,28.66852,330.94,0.33,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.17,3.87,D
-25.90512,28.26681,337,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.9,4.75,D
-25.90543,28.26328,340.5,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,294.4,4.75,D
-25.8054,29.14811,330.59,0.62,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.84,5.83,D
-25.79987,29.15378,329.44,0.62,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.98,5.83,D
-25.76811,29.38972,338.41,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.43,6.58,D
-25.76975,29.39354,333.39,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.33,3.12,D
-25.6469,30.35779,329.99,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.75,1.59,D
-25.6649,30.00117,332.13,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.73,2.18,D
-25.9663,26.02282,332.84,0.49,0.65,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.26,7.31,D
-25.60752,30.00565,338.82,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.25,5.92,D
-25.59767,29.98707,329.88,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.38,90.84,D
-25.78096,28.11573,328.75,0.36,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.76,1.34,D
-25.59296,29.98662,367,0.55,0.51,2025-07-31,1110,N21,VIIRS,h,2.0NRT,339.18,90.84,D
-25.59241,29.99192,329.04,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.04,75.12,D
-25.44973,30.99165,338.82,0.47,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.84,12.64,D
-25.45025,30.98687,335.15,0.47,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.48,10.5,D
-25.50664,30.23123,343.36,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,305.02,10.48,D
-25.70452,28.07333,336.12,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.38,4.47,D
-25.43663,30.60149,339.93,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.59,52.56,D
-25.4372,30.59587,296.69,0.5,0.49,2025-07-31,1110,N21,VIIRS,l,2.0NRT,314.39,52.56,D
-25.43221,30.60005,343.12,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,311.88,16.15,D
-25.43276,30.5947,330.1,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.11,16.15,D
-25.84639,25.71121,338.57,0.51,0.66,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.74,5.82,D
-25.84674,25.70602,326.82,0.51,0.66,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.8,5.82,D
-25.42829,30.59375,367,0.5,0.49,2025-07-31,1110,N21,VIIRS,h,2.0NRT,305.66,16.15,D
-25.42778,30.59874,329.39,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.73,16.15,D
-25.43434,30.6027,339.78,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.81,56.72,D
-25.42994,30.60127,337.35,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.56,56.72,D
-25.43052,30.59595,352.6,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,313.73,56.72,D
-25.43106,30.59103,338.43,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.83,10.81,D
-25.84621,25.70743,348.77,0.51,0.66,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.72,11.41,D
-25.59887,28.59323,329.23,0.33,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.44,2.19,D
-25.33565,30.84713,329.7,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.81,3.56,D
-25.49469,29.10928,339.13,0.62,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.15,62.01,D
-25.22641,31.23462,340.05,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.16,15.31,D
-25.44636,28.975,338.21,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.37,5.4,D
-25.50881,28.30614,337.15,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.92,4.42,D
-25.50328,28.30905,342.89,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.03,4.42,D
-25.50358,28.30572,343.36,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.87,4.42,D
-25.54209,27.81267,342.17,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.32,3.42,D
-25.48656,28.37747,343.43,0.34,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.19,6.96,D
-25.44662,28.75639,330.17,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.34,1.32,D
-25.50035,28.16496,333.61,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.5,3.49,D
-25.19761,31.17749,332.51,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.91,2.13,D
-25.46446,28.15013,354.63,0.36,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.35,5.89,D
-25.37532,28.9791,367,0.63,0.54,2025-07-31,1110,N21,VIIRS,h,2.0NRT,302.71,22.92,D
-25.37095,28.97178,355.12,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.96,31.64,D
-25.37976,28.97907,339.06,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.36,11.6,D
-25.37481,28.97819,348.64,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.81,11.6,D
-25.37048,28.9709,344.77,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,307.14,32.62,D
-25.14406,31.08956,339.43,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.56,9.8,D
-25.13973,31.08881,339.04,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.45,3.38,D
-25.4247,28.29367,336.59,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.11,2.34,D
-25.42502,28.29024,328.83,0.35,0.57,2025-07-31,1110,N21,VIIRS,l,2.0NRT,299.38,2.34,D
-25.30602,29.22154,334.13,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.4,6.04,D
-25.41566,27.98237,335.32,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.58,2.68,D
-25.21139,30.07487,339.01,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.19,7.13,D
-25.44637,27.5006,336.51,0.39,0.59,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.27,5.81,D
-25.21349,29.91404,335.16,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.1,4.8,D
-25.26551,28.96056,333.59,0.63,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.86,3.62,D
-25.13738,30.12162,346.41,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.79,6.74,D
-25.1379,30.11668,330.87,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.61,6.74,D
-25.33722,28.09235,332.91,0.36,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.64,2.62,D
-25.01077,31.24536,339.26,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.08,10.61,D
-25.00646,31.24485,333.83,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.89,9.95,D
-25.00744,31.23608,342.03,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,308.59,20.2,D
-25.00216,31.2443,339.7,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,309.22,9.95,D
-25.00313,31.23555,341.81,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,305.29,20.2,D
-25.08943,30.44341,340.8,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.13,6.93,D
-25.3078,28.18178,334.92,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.28,2.22,D
-25.11919,30.02518,340.02,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.28,12.89,D
-25.28754,28.28833,343.05,0.35,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.57,5.36,D
-25.11394,30.03046,367,0.54,0.51,2025-07-31,1110,N21,VIIRS,h,2.0NRT,298.33,12.89,D
-25.19313,29.13429,329.6,0.61,0.53,2025-07-31,1110,N21,VIIRS,l,2.0NRT,299.63,9.34,D
-25.26461,28.19126,339.62,0.35,0.57,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.88,5.53,D
-24.9567,31.26105,342.38,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,305.71,5.78,D
-25.35302,27.00931,332.62,0.42,0.61,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.73,4.97,D
-25.38398,26.53799,353.75,0.45,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.55,11.23,D
-24.94805,31.17946,336.84,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.55,4.86,D
-25.38371,26.53761,349.05,0.45,0.63,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.36,11.31,D
-25.16451,28.84801,329.22,0.32,0.54,2025-07-31,1110,N21,VIIRS,l,2.0NRT,299.39,6.76,D
-25.01897,30.18541,339.15,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.24,8.44,D
-25.0448,29.46297,332.98,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.64,4.89,D
-25.13465,28.51267,330.73,0.33,0.56,2025-07-31,1110,N21,VIIRS,l,2.0NRT,301.56,3.84,D
-24.83646,31.21984,339.55,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.86,5.77,D
-24.83215,31.21941,330.71,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.91,2.15,D
-24.80731,31.26304,342.3,0.44,0.46,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.81,5.05,D
-24.80304,31.26238,333.62,0.44,0.46,2025-07-31,1110,N21,VIIRS,l,2.0NRT,304.83,5.05,D
-25.06294,28.6404,367,0.33,0.55,2025-07-31,1110,N21,VIIRS,h,2.0NRT,305.23,20.64,D
-25.06324,28.63719,345.38,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,310.51,13.29,D
-24.9358,29.86965,336.75,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.88,7.28,D
-25.05816,28.63662,331.36,0.33,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.09,13.29,D
-24.95023,29.53884,342.21,0.57,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.21,17.27,D
-24.95079,29.53325,350.29,0.57,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,312.39,45.24,D
-25.00048,28.7606,334.96,0.32,0.55,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.33,2.04,D
-24.77898,30.75532,339.7,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.52,5.18,D
-24.89148,29.59536,329.58,0.57,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.35,4.76,D
-25.05224,27.8244,343.23,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.36,5.96,D
-24.73915,31.00629,330.47,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.71,3.15,D
-24.74849,30.99016,332.99,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.55,3.62,D
-25.05419,27.82328,344.04,0.37,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.01,4.6,D
-25.03234,27.94405,340.16,0.36,0.58,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.71,3.85,D
-24.86453,29.61709,340.41,0.56,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.01,7.76,D
-24.86511,29.6114,333.12,0.56,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.01,7.76,D
-24.788,29.89926,336.08,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.77,4.56,D
-24.65312,31.0554,338.95,0.46,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.48,10.86,D
-24.89403,28.28927,337.42,0.34,0.56,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.79,3.24,D
-24.63737,30.70659,346.84,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.21,8.16,D
-24.9768,26.99623,328.06,0.42,0.61,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.65,3.51,D
-24.70992,29.36891,331,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.34,4.22,D
-24.7051,29.3683,331.28,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.81,4.22,D
-24.70027,29.3677,329.92,0.58,0.52,2025-07-31,1110,N21,VIIRS,l,2.0NRT,301.48,3.1,D
-24.70131,29.36544,342.12,0.58,0.52,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302,9.25,D
-24.89669,26.7579,367,0.43,0.62,2025-07-31,1110,N21,VIIRS,h,2.0NRT,301.2,27.04,D
-24.8974,26.74931,341.12,0.43,0.62,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.78,6.43,D
-24.89098,26.75738,327.88,0.43,0.62,2025-07-31,1110,N21,VIIRS,n,2.0NRT,295.31,4.26,D
-24.89134,26.75309,326.23,0.43,0.62,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.25,4.26,D
-24.88527,26.75689,333.5,0.43,0.62,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.15,4.26,D
-24.49515,30.61548,335.69,0.48,0.48,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.77,2.82,D
-24.73582,27.99118,367,0.36,0.57,2025-07-31,1110,N21,VIIRS,h,2.0NRT,303.38,6.16,D
-24.15217,30.20418,337.98,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.48,10.25,D
-24.1527,30.19929,339.46,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.18,10.25,D
-24.14762,30.2037,336.82,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,298.75,10.5,D
-24.11329,30.13605,341.41,0.51,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.5,5.92,D
-24.13822,29.6621,341.41,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.45,13.32,D
-24.08235,30.16735,330.51,0.51,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.55,2.85,D
-24.14121,29.66059,341.18,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302,8.21,D
-24.13667,29.6586,331.34,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.76,3.42,D
-24.05105,30.27794,340.63,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.09,5.71,D
-24.15871,29.02243,330.73,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.31,3.72,D
-24.1538,29.02195,338.4,0.6,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.01,6.96,D
-24.11262,29.188,335.02,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,297.84,7.45,D
-23.96855,30.36622,340.48,0.49,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,307.43,14.05,D
-23.99258,29.73987,343.49,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,305.01,14.08,D
-23.95164,29.94892,340.37,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.18,10.55,D
-23.95216,29.94406,331.63,0.52,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.77,10.55,D
-23.938,29.90092,346.89,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,301.19,13.36,D
-23.80894,31.01467,342.4,0.45,0.47,2025-07-31,1110,N21,VIIRS,n,2.0NRT,307.24,47.15,D
-23.80465,31.01405,367,0.45,0.47,2025-07-31,1110,N21,VIIRS,h,2.0NRT,313.33,47.15,D
-23.93242,29.81913,338.27,0.53,0.5,2025-07-31,1110,N21,VIIRS,n,2.0NRT,299.48,3.99,D
-23.88453,30.2342,347.76,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.86,14.66,D
-23.9671,28.95611,331.67,0.61,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.73,4.39,D
-23.9427,28.64321,338.4,0.64,0.54,2025-07-31,1110,N21,VIIRS,n,2.0NRT,300.18,9.76,D
-23.81667,29.72333,341.76,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.31,9.6,D
-23.81873,29.72035,339.94,0.54,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,304.78,9.89,D
-23.67601,30.26908,337.52,0.5,0.49,2025-07-31,1110,N21,VIIRS,n,2.0NRT,296.54,3.02,D
-23.66018,29.05334,341.37,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,306.85,30.71,D
-23.66075,29.04745,330,0.59,0.53,2025-07-31,1110,N21,VIIRS,l,2.0NRT,301.62,11.26,D
-23.65531,29.05276,340.23,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,302.89,6.86,D
-23.65588,29.04689,336.73,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.56,5.7,D
-23.65692,29.0519,349.07,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,310.2,23.18,D
-23.65753,29.04603,336.14,0.59,0.53,2025-07-31,1110,N21,VIIRS,n,2.0NRT,303.07,23.18,D
-23.58043,29.59517,341.89,0.55,0.51,2025-07-31,1110,N21,VIIRS,n,2.0NRT,308.17,7.3,D
-23.51084,29.85239,367,0.53,0.5,2025-07-31,1110,N21,VIIRS,h,2.0NRT,307.82,19.89,D
